0,1,2,3,4,Species,dataset,LandCover,Tool,Sensor,Site,Al_area_mg_cm2,Al_mass_mg_g,Anth_area_ug_cm2,Anth_mass_mg_g,Boron_area_mg_cm2,Boron_mass_mg_g,C_area_mg_cm2,C_mass_mg_g,Ca_area_mg_cm2,Ca_mass_mg_g,Car_area_ug_cm2,Car_mass_mg_g,Cellulose_mg_cm2,Cellulose_mg_g,Chl_area_ug_cm2,Chl_mass_mg_g,Cu_area_mg_cm2,Cu_mass_mg_g,EWT_mg_cm2,Fiber_mg_cm2,Fiber_mg_g,Flavonoids_area_mg_cm2,Flavonoids_mass_mg_g,Iron_area_mg_cm2,Iron_mass_mg_g,LAI_m2_m2,LMA_g_m2,LDMC_g_g,LWC%,Lignin_mg_cm2,Lignin_mg_g,Mg_area_mg_cm2,Mg_mass_mg_g,Mn_area_mg_cm2,Mn_mass_mg_g,N_area_mg_cm2,N_mass_mg_g,NSC_mg_cm2,NSC_mg_g,Phenolics_area_mg_cm2,Phenolics_mass_mg_g,P_area_mg_cm2,P_mass_mg_g,Potassium_area_mg_cm2,Potassium_mass_mg_g,Protein_g_m2,RWC%,Starch_area_mg_cm2,Starch_mass_mg_g,Sugar_area_mg_cm2,Sugar_mass_mg_g,S_area_mg_cm2,S_mass_mg_g,Zn_mass_mg_g
0.00055164564,0.00094337715,-0.55229914,1.127058,-0.0007706904,Carrex riparia,1,Grassland,Proximal,SVC HR-1024TM,"PapenIn, Belgium",-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.013190039,1.900811359,-99.0,-99.0,-99.0,-99.0,27.63801383,3.98290341,-99.0,-99.0,13.13238061,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,69.39162461,0.345721425,65.42785755,-99.0,-99.0,0.008250284,1.188945233,-99.0,-99.0,0.101204548,14.584548,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-0.0028169295,-0.0016093731,-0.15422273,-0.44115227,0.0010783058,Cirsium arvense,1,Grassland,Proximal,ASD FieldSpec 3,"BattN, Belgium",-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.275347303,42.85818423,-99.0,-99.0,-99.0,-99.0,26.52690577,4.128949149,-99.0,-99.0,26.59206829,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,64.24614305,0.194586912,80.54130882,-99.0,-99.0,0.015379224,2.393797217,-99.0,-99.0,0.1525836,23.749846,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-0.0033625136,-0.0018354221,-0.14416254,-0.5639153,0.0012529194,Cirsium arvense,1,Grassland,Proximal,ASD FieldSpec 3,"BattSD, Belgium",-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.372996808,42.3108871,-99.0,-99.0,-99.0,-99.0,36.39925699,4.128949149,-99.0,-99.0,33.70172794,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,88.15622491,0.207341765,79.26582348,-99.0,-99.0,0.01763871,2.000846774,-99.0,-99.0,0.187639432,21.284876,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-0.0045872834,0.0003695028,-1.27948,1.1946523,0.002548459,Cirsium oleraceum,1,Grassland,Proximal,ASD FieldSpec 3,"BattN, Belgium",-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.072642543,24.22124249,-99.0,-99.0,-99.0,-99.0,30.0367018,10.01515375,-99.0,-99.0,17.79641736,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,29.9912538,0.144219625,85.57803748,-99.0,-99.0,0.003823674,1.27492986,-99.0,-99.0,0.093848577,31.291982,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
0.00022324361,0.0003629382,-0.84000945,0.75187266,-0.00043612672,Cirsium oleraceum,1,Grassland,Proximal,ASD FieldSpec 3,"BattSD, Belgium",-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.069664046,22.98705179,-99.0,-99.0,-99.0,-99.0,29.73668941,9.812218154,-99.0,-99.0,17.49557847,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,30.30577688,0.147644677,85.23553234,-99.0,-99.0,0.003711371,1.224641434,-99.0,-99.0,0.091056561,30.045942,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-0.0038428083,-0.001314597,-0.76018834,-0.14726806,0.0006696172,Cirsium oleraceum,1,Grassland,Proximal,ASD FieldSpec 3,"BattSP, Belgium",-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.090705766,23.6374502,-99.0,-99.0,-99.0,-99.0,26.40689094,6.881498223,-99.0,-99.0,19.47993878,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,38.37375246,0.164571925,83.54280754,-99.0,-99.0,0.003379183,0.88059761,-99.0,-99.0,0.080823619,21.062214,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
0.0014774476,0.0009320185,-0.50073576,1.032002,-0.0014230399,Dactylis glomerata,1,Grassland,Proximal,SVC HR-1024TM,"DeMatSpo, Belgium",-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.013719428,3.320321932,-99.0,-99.0,-99.0,-99.0,36.50776719,8.835466285,-99.0,-99.0,11.47156713,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,41.31957048,0.264809219,73.51907812,-99.0,-99.0,0.007216542,1.746519115,-99.0,-99.0,0.085123951,20.601364,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
0.0043587834,0.00090262585,0.0017734766,0.68423104,-0.0038554568,Dipsacus pilosus,1,Grassland,Proximal,ASD FieldSpec 3,"BattN, Belgium",-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.061640254,13.94530938,-99.0,-99.0,-99.0,-99.0,20.54481648,4.647998706,-99.0,-99.0,15.21383097,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,44.2014247,0.225127251,77.48727488,-99.0,-99.0,0.006906362,1.56247505,-99.0,-99.0,0.08916631,20.172723,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
0.0034532985,0.0008864664,-0.10093236,0.79473096,-0.0028323787,Epilobium hirsutum,1,Grassland,Proximal,ASD FieldSpec 3,"DoBeS, Belgium",-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.072309884,18.94669339,-99.0,-99.0,-99.0,-99.0,25.34002976,6.639614741,-99.0,-99.0,10.57074582,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,38.16490978,0.265269213,73.47307873,-99.0,-99.0,0.010864533,2.846733467,-99.0,-99.0,0.092245121,24.17014,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
0.0014073132,0.000605632,-0.60576785,0.81512743,-0.0011760583,Epilobium hirsutum,1,Grassland,Proximal,SVC HR-1024TM,"PapenIn, Belgium",-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.091525801,19.61870916,-99.0,-99.0,-99.0,-99.0,34.04738199,7.298113512,-99.0,-99.0,10.88992277,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,46.65230532,0.299915433,70.00845673,-99.0,-99.0,0.017227154,3.69266949,-99.0,-99.0,0.115690304,24.798411,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
0.0021152827,0.0011017695,-0.33764124,1.0952272,-0.0017752959,Epilobium tetragonum,1,Grassland,Proximal,ASD FieldSpec 3,"DoBeS, Belgium",-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.055860635,18.65403226,-99.0,-99.0,-99.0,-99.0,29.78528674,9.946462365,-99.0,-99.0,10.35193238,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,29.94560845,0.224370611,77.56293886,-99.0,-99.0,0.009243956,3.086915323,-99.0,-99.0,0.08714314,29.100474,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-0.003950933,-0.002192346,0.18875194,-0.7838482,0.0017075585,Equisetum arvense,1,Grassland,Proximal,SVC HR-1024TM,"HaachtBev, Belgium",-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.345583121,28.47644711,-99.0,-99.0,-99.0,-99.0,63.27106705,5.213608781,-99.0,-99.0,29.62961483,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,121.3575274,0.290569758,70.94302422,-99.0,-99.0,0.037284133,3.072255489,-99.0,-99.0,0.223376308,18.406465,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-0.0049020825,-0.0020836184,-0.5095335,-0.62161726,0.0012073759,Equisetum palustre,1,Grassland,Proximal,ASD FieldSpec 3,"BattSP, Belgium",-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.181073296,17.72056452,-99.0,-99.0,-99.0,-99.0,47.90419839,4.688098455,-99.0,-99.0,46.31338702,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,102.1825775,0.180752883,81.92471174,-99.0,-99.0,0.035063251,3.431431452,-99.0,-99.0,0.244742171,23.951458,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
0.00087248464,0.00078903895,-0.57026434,0.9921743,-0.000876043,Eupatorium cannabinum,1,Grassland,Proximal,SVC HR-1024TM,"DeMatSpo, Belgium",-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.069431934,17.71726908,-99.0,-99.0,-99.0,-99.0,38.23814723,9.757405616,-99.0,-99.0,12.20587454,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,39.18884664,0.243035236,75.69647636,-99.0,-99.0,0.015775557,4.025522088,-99.0,-99.0,0.108137476,27.593942,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-0.004274902,-0.0020633647,-0.21434534,-0.65693945,0.0014135148,Festuca rubra,1,Grassland,Proximal,SVC HR-1024TM,"DeMatCem, Belgium",-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.026577478,5.1888,-99.0,-99.0,-99.0,-99.0,27.09807274,5.290437276,-99.0,-99.0,11.42379067,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,51.22085628,0.309568713,69.04312872,-99.0,-99.0,0.009935002,1.93964,-99.0,-99.0,0.068468445,13.367298,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
0.0039088125,0.0014128585,0.00045132637,1.1524106,-0.0028598523,Filipendula ulmaria,1,Grassland,Proximal,ASD FieldSpec 3,"BattSP, Belgium",-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.019997434,10.98283433,-99.0,-99.0,-99.0,-99.0,18.70853914,10.27495768,-99.0,-99.0,5.814839638,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,18.20789898,0.238459696,76.1540304,-99.0,-99.0,0.013819759,7.58998004,-99.0,-99.0,0.04669939,25.647874,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-0.001897892,0.0013323114,-0.6258614,1.6195922,0.00060361903,Filipendula ulmaria,1,Grassland,Proximal,ASD FieldSpec 4,"DoBeS, Belgium",-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.040435249,8.804204409,-99.0,-99.0,-99.0,-99.0,27.87120037,6.06856025,-99.0,-99.0,8.695349306,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,45.92720386,0.345627355,65.43726446,-99.0,-99.0,0.018198558,3.962478958,-99.0,-99.0,0.097272637,21.179743,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
0.004703068,0.0015385615,0.20806527,1.1495717,-0.0035530454,Glechoma hederacea,1,Grassland,Proximal,ASD FieldSpec 5,"BattN, Belgium",-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.031153235,12.94732673,-99.0,-99.0,-99.0,-99.0,22.82402641,9.485696376,-99.0,-99.0,10.99659417,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,24.06151906,0.179526784,82.04732156,-99.0,-99.0,0.007203685,2.993861386,-99.0,-99.0,0.055788326,23.185704,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-0.0006028251,0.002025291,-0.18587697,1.9865849,-0.00031851698,Glechoma hederacea,1,Grassland,Proximal,ASD FieldSpec 6,"BattSP, Belgium",-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.02597282,11.99109312,-99.0,-99.0,-99.0,-99.0,23.92323637,11.04484439,-99.0,-99.0,10.43868029,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,21.66009365,0.171841547,82.81584534,-99.0,-99.0,0.005272961,2.434412955,-99.0,-99.0,0.049481011,22.84432,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
0.006257103,0.0012700413,1.093838,0.7394563,-0.0045453208,Glechoma hederacea,1,Grassland,Proximal,SVC HR-1024TM,"DeMatCem, Belgium",-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.030815905,11.95794769,-99.0,-99.0,-99.0,-99.0,22.080311,8.568146914,-99.0,-99.0,9.967703459,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,25.77022922,0.205426794,79.4573206,-99.0,-99.0,0.009610481,3.729295775,-99.0,-99.0,0.051511003,19.98857,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
0.0063863485,0.002195133,0.5623741,1.4186517,-0.0054107103,Hieracium aurantiacum,1,Grassland,Proximal,SVC HR-1024TM,"HaachtBev, Belgium",-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.058461105,18.8062249,-99.0,-99.0,-99.0,-99.0,23.91327112,7.692607802,-99.0,-99.0,17.32206252,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,31.08603966,0.152153821,84.78461793,-99.0,-99.0,0.012774677,4.109457831,-99.0,-99.0,0.04747902,15.273422,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-0.0027105715,-0.0011177398,-0.40136683,-0.15038371,-0.00061807036,Hieracium umbellatum,1,Grassland,Proximal,SVC HR-1024TM,"DeMatCem, Belgium",-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.099728124,19.15416667,-99.0,-99.0,-99.0,-99.0,42.22470055,8.109838233,-99.0,-99.0,15.88236417,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,52.06602072,0.246887496,75.31125039,-99.0,-99.0,0.024185286,4.645119048,-99.0,-99.0,0.119449766,22.941981,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
0.005032086,0.0011406015,0.26375914,0.78081006,-0.0043257484,Hieracium umbellatum,1,Grassland,Proximal,SVC HR-1024TM,"HaachtBev, Belgium",-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.095512046,17.68424951,-99.0,-99.0,-99.0,-99.0,28.70283793,5.314388783,-99.0,-99.0,20.79431837,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,54.00966904,0.206180878,79.38191225,-99.0,-99.0,0.015804635,2.926260315,-99.0,-99.0,0.104529865,19.353917,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
0.0055397525,0.0006701875,0.95167184,0.36977738,-0.00396151,Holcus lanatus,1,Grassland,Proximal,ASD FieldSpec 3,"BattSP, Belgium",-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.010143739,4.47026087,-99.0,-99.0,-99.0,-99.0,16.20385481,7.140903102,-99.0,-99.0,8.571388333,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,22.69160438,0.209321547,79.06784531,-99.0,-99.0,0.003581386,1.578286957,-99.0,-99.0,0.051424567,22.662376,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
0.0030082464,0.0015595957,-0.295282,1.3096154,-0.003115547,Holcus lanatus,1,Grassland,Proximal,SVC HR-1024TM,"DeMatCem, Belgium",-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.014333884,5.132539683,-99.0,-99.0,-99.0,-99.0,19.55188465,7.000951153,-99.0,-99.0,9.401716442,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,27.92746903,0.229017614,77.09823857,-99.0,-99.0,0.005919792,2.119702381,-99.0,-99.0,0.069283518,24.808377,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
