principal component 1,principal component 2,principal component 3,principal component 4,principal component 5,Species,dataset,LandCover,Tool,Sensor,Site,Al_area_mg_cm2,Al_mass_mg_g,Anth_area_ug_cm2,Anth_mass_mg_g,Boron_area_mg_cm2,Boron_mass_mg_g,C_area_mg_cm2,C_mass_mg_g,Ca_area_mg_cm2,Ca_mass_mg_g,Car_area_ug_cm2,Car_mass_mg_g,Cellulose_mg_cm2,Cellulose_mg_g,Chl_area_ug_cm2,Chl_mass_mg_g,Cu_area_mg_cm2,Cu_mass_mg_g,EWT_mg_cm2,Fiber_mg_cm2,Fiber_mg_g,Flavonoids_area_mg_cm2,Flavonoids_mass_mg_g,Iron_area_mg_cm2,Iron_mass_mg_g,LAI_m2_m2,LMA_g_m2,LDMC_g_g,LWC%,Lignin_mg_cm2,Lignin_mg_g,Mg_area_mg_cm2,Mg_mass_mg_g,Mn_area_mg_cm2,Mn_mass_mg_g,N_area_mg_cm2,N_mass_mg_g,NSC_mg_cm2,NSC_mg_g,Phenolics_area_mg_cm2,Phenolics_mass_mg_g,P_area_mg_cm2,P_mass_mg_g,Potassium_area_mg_cm2,Potassium_mass_mg_g,Protein_g_m2,RWC%,Starch_area_mg_cm2,Starch_mass_mg_g,Sugar_area_mg_cm2,Sugar_mass_mg_g,S_area_mg_cm2,S_mass_mg_g,Zn_mass_mg_g
-25.413631,-22.025486,-7.3939056,2.0488112,1.7818373,Campanula rotundifolia,3,Grassland,Proximal,ASD FieldSpec 3,Karlsruhe,-99.0,-99.0,1.839119228,0.509842612,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,10.18886658,2.82456856,-99.0,-99.0,29.6928321,8.231478878,-99.0,-99.0,10.85723648,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.609076923,36.07229338,0.24938559,75.061441,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
33.723152,33.61653,-0.30352595,1.7821223,-1.6292288,Trifolium pratense,3,Grassland,Proximal,ASD FieldSpec 3,Karlsruhe,-99.0,-99.0,1.501523504,0.404958567,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,10.86097148,2.929187216,-99.0,-99.0,43.09221119,11.62190273,-99.0,-99.0,12.55268793,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,4.100833373,37.07844763,0.228027263,77.1972737,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-10.584399,-8.560483,-9.752855,2.7214446,0.95918363,Festuca ovina,3,Grassland,Proximal,ASD FieldSpec 3,Karlsruhe,-99.0,-99.0,1.215848626,0.215633143,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,11.70438743,2.075796116,-99.0,-99.0,47.54571835,8.432326601,-99.0,-99.0,7.98015369,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.596289328,56.38505314,0.414027939,58.5972061,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
20.842768,22.163609,1.8950925,1.6182854,-3.6866856,Lamium purpureum,3,Grassland,Proximal,ASD FieldSpec 3,Karlsruhe,-99.0,-99.0,1.614404177,0.684072871,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,8.695261511,3.684450645,-99.0,-99.0,33.34525555,14.12941384,-99.0,-99.0,16.14686013,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,2.7811,23.59988597,0.127519743,87.2480257,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
1.988512,-2.0147164,0.8225606,0.9183511,1.5912887,Bromus hordeaceus,3,Grassland,Proximal,ASD FieldSpec 3,Karlsruhe,-99.0,-99.0,0.936740381,0.219675243,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,10.39274447,2.437205346,-99.0,-99.0,35.44542412,8.312316098,-99.0,-99.0,13.84761345,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.625653846,42.64205512,0.235437728,76.4562272,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
7.111654,-4.77504,5.686439,-0.17655097,5.640613,Holcus lanatus,3,Grassland,Proximal,ASD FieldSpec 3,Karlsruhe,-99.0,-99.0,0.769914411,0.274977456,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,7.056019932,2.520080648,-99.0,-99.0,21.4632399,7.665666483,-99.0,-99.0,10.74302941,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.85139642,27.99918304,0.20674364,79.325636,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
38.609745,37.50414,5.059191,1.0595884,-2.6296077,Lapsana communis,3,Grassland,Proximal,ASD FieldSpec 3,Karlsruhe,-99.0,-99.0,1.774969139,0.522662401,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,10.49027292,3.088995245,-99.0,-99.0,40.20927124,11.84013501,-99.0,-99.0,23.75149434,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,5.198307692,33.96014591,0.125094888,87.4905112,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
31.212788,30.08593,6.934155,0.24256039,0.7637288,Poa annua,3,Grassland,Proximal,ASD FieldSpec 3,Karlsruhe,-99.0,-99.0,0.860729754,0.296197362,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,6.92990327,2.384742784,-99.0,-99.0,22.07435212,7.596304,-99.0,-99.0,11.84035498,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,5.565333333,29.05933217,0.197062012,80.2937988,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
20.14276,27.037785,4.218183,1.0906333,-3.5506454,Apera spica-venti,3,Grassland,Proximal,ASD FieldSpec 3,Karlsruhe,-99.0,-99.0,1.323337801,0.445269103,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,10.68982372,3.596850487,-99.0,-99.0,44.56177934,14.99389157,-99.0,-99.0,14.13828986,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,5.39125,29.71995572,0.173696434,82.6303566,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-44.577427,-15.845386,2.6779015,0.39872327,1.6862109,Thlaspi arvense,3,Grassland,Proximal,ASD FieldSpec 3,Karlsruhe,-99.0,-99.0,1.685434998,1.415091645,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,13.0156758,10.92796465,-99.0,-99.0,46.60646101,39.1307963,-99.0,-99.0,20.247737,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.344175,11.91043,0.05555554,94.444446,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
12.993155,21.093065,5.447262,0.8572293,-1.462339,Alopecurus geniculatus,3,Grassland,Proximal,ASD FieldSpec 3,Karlsruhe,-99.0,-99.0,1.155258997,0.480389665,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,10.51059961,4.370607317,-99.0,-99.0,39.423016,16.39321528,-99.0,-99.0,13.10454286,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,4.986775524,24.04837326,0.155056959,84.4943041,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
12.596818,17.117674,3.1900353,1.0785992,-0.6108956,Phalaris arundinaceae,3,Grassland,Proximal,ASD FieldSpec 3,Karlsruhe,-99.0,-99.0,0.935013956,0.334399482,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,9.851566246,3.523325649,-99.0,-99.0,36.13859682,12.92464994,-99.0,-99.0,12.96063153,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,4.604391869,27.96098694,0.177454247,82.2545753,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-29.57128,-21.489809,-5.480838,1.6421218,2.4009483,Campanula rotundifolia,3,Grassland,Proximal,ASD FieldSpec 3,Karlsruhe,-99.0,-99.0,1.716458916,0.447989195,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,10.15804781,2.651211526,-99.0,-99.0,29.96009469,7.819469828,-99.0,-99.0,10.53618613,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.701615385,38.31473916,0.266673481,73.3326519,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
13.357299,23.413023,1.2444934,1.3753824,-1.3504347,Trifolium pratense,3,Grassland,Proximal,ASD FieldSpec 3,Karlsruhe,-99.0,-99.0,1.556409173,0.407916728,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,10.96164689,2.872920062,-99.0,-99.0,44.58111895,11.68419237,-99.0,-99.0,12.35105281,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,4.450675319,38.155071,0.236012307,76.3987693,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-18.781706,-8.352012,-4.987021,1.8512211,1.4522165,Festuca ovina,3,Grassland,Proximal,ASD FieldSpec 3,Karlsruhe,-99.0,-99.0,1.23205045,0.17986182,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,11.83776319,1.72814484,-99.0,-99.0,49.01320784,7.155230332,-99.0,-99.0,11.15979585,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.723163636,68.49983237,0.380347988,61.9652012,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-20.537666,-19.176683,3.2299864,-0.10477334,4.7200904,Lamium purpureum,3,Grassland,Proximal,ASD FieldSpec 3,Karlsruhe,-99.0,-99.0,1.245329074,0.546677868,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,6.610438778,2.901867991,-99.0,-99.0,18.50731598,8.12439078,-99.0,-99.0,14.42805142,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.4515,22.77994312,0.136357481,86.3642519,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
8.305686,3.5190933,5.930968,0.049872484,1.770531,Bromus hordeaceus,3,Grassland,Proximal,ASD FieldSpec 3,Karlsruhe,-99.0,-99.0,0.906334305,0.206764161,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,9.895271605,2.25743141,-99.0,-99.0,35.75335923,8.156497302,-99.0,-99.0,15.17193989,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.265562937,43.83420713,0.22415443,77.584557,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
13.432868,-4.8612423,11.149368,-1.2491249,6.580658,Holcus lanatus,3,Grassland,Proximal,ASD FieldSpec 3,Karlsruhe,-99.0,-99.0,0.756354033,0.260642599,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,6.975242335,2.403696165,-99.0,-99.0,21.35634197,7.359480119,-99.0,-99.0,11.79546408,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,2.492344343,29.01881875,0.197442578,80.2557422,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
48.94008,41.00252,8.219828,0.734959,-5.3001556,Lapsana communis,3,Grassland,Proximal,ASD FieldSpec 3,Karlsruhe,-99.0,-99.0,1.75707889,0.476320818,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,10.45105329,2.833142142,-99.0,-99.0,39.34617645,10.66622737,-99.0,-99.0,22.57168119,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,5.802175991,36.88855964,0.140471459,85.9528541,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
38.622955,21.708858,15.906475,-1.6426821,2.9531786,Poa annua,3,Grassland,Proximal,ASD FieldSpec 3,Karlsruhe,-99.0,-99.0,0.81266746,0.338511936,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,6.661663595,2.774877494,-99.0,-99.0,20.14499596,8.391281714,-99.0,-99.0,10.39069794,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,5.725416667,24.00705476,0.187681163,81.2318837,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
44.025764,33.296124,7.0559564,0.7202773,-5.1003947,Apera spica-venti,3,Grassland,Proximal,ASD FieldSpec 3,Karlsruhe,-99.0,-99.0,1.299336008,0.429947654,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,10.40129214,3.441766502,-99.0,-99.0,44.35625155,14.6773938,-99.0,-99.0,14.45840991,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,6.5665,30.22079543,0.172883005,82.7116995,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-29.84358,-17.36138,11.213412,-1.4348207,5.1393,Thlaspi arvense,3,Grassland,Proximal,ASD FieldSpec 3,Karlsruhe,-99.0,-99.0,1.264542198,0.382439693,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,10.77098051,3.257503373,-99.0,-99.0,38.02995618,11.50152583,-99.0,-99.0,20.941254,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.301475,33.06514,0.136363644,86.3636356,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
30.100704,29.157522,9.706553,0.1737748,-2.0027304,Alopecurus geniculatus,3,Grassland,Proximal,ASD FieldSpec 3,Karlsruhe,-99.0,-99.0,1.215696495,0.510293212,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,10.34471298,4.34223249,-99.0,-99.0,39.81930418,16.71430388,-99.0,-99.0,12.43191053,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,5.491854079,23.82348943,0.160814582,83.9185418,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
17.823284,18.770792,0.43092608,1.7331985,-3.272212,Phalaris arundinaceae,3,Grassland,Proximal,ASD FieldSpec 3,Karlsruhe,-99.0,-99.0,0.954731216,0.331799492,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,9.761988807,3.392601887,-99.0,-99.0,35.93798772,12.48959483,-99.0,-99.0,12.31595519,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,4.701598483,28.77434232,0.189387249,81.0612751,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
40.652428,26.002647,2.6051016,1.1259636,-0.5233136,Origanum vulgare,3,Grassland,Proximal,ASD FieldSpec 3,Karlsruhe,-99.0,-99.0,2.059976784,0.778457768,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,10.38704082,3.925225118,-99.0,-99.0,41.33504252,15.62036291,-99.0,-99.0,16.38211929,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,4.8978625,26.46228053,0.139067677,86.0932323,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-34.434956,-22.20843,-6.526861,1.9475093,1.6612693,Campanula rotundifolia,3,Grassland,Proximal,ASD FieldSpec 3,Karlsruhe,-99.0,-99.0,1.618047191,0.40661087,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,10.17607332,2.557219622,-99.0,-99.0,30.50214597,7.66510654,-99.0,-99.0,10.33254294,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.8035,39.79350555,0.278045009,72.1954991,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
5.986447,20.99238,-0.17780729,1.5809894,-0.85283947,Trifolium pratense,3,Grassland,Proximal,ASD FieldSpec 3,Karlsruhe,-99.0,-99.0,1.602517602,0.412565766,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,11.04152605,2.842624412,-99.0,-99.0,45.79606055,11.79012748,-99.0,-99.0,12.17108391,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,4.726007297,38.84271872,0.241929978,75.8070022,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-10.123426,-10.091742,-8.185994,2.4107673,1.0216006,Festuca ovina,3,Grassland,Proximal,ASD FieldSpec 3,Karlsruhe,-99.0,-99.0,1.247771306,0.157386637,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,11.95733388,1.508228758,-99.0,-99.0,50.33800315,6.349343819,-99.0,-99.0,14.02692008,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.848466403,79.28063844,0.361105427,63.8894573,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
11.84158,11.846993,6.922152,-0.10547361,1.5918106,Bromus hordeaceus,3,Grassland,Proximal,ASD FieldSpec 3,Karlsruhe,-99.0,-99.0,0.883009031,0.196568472,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,9.462685194,2.10650798,-99.0,-99.0,35.73150427,7.954264285,-99.0,-99.0,16.32867546,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.823954545,44.92119319,0.215751578,78.4248422,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-14.440993,-24.533789,8.345061,-1.3437335,6.587721,Stellaria media,3,Grassland,Proximal,ASD FieldSpec 3,Karlsruhe,-99.0,-99.0,0.988954192,0.194879679,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,10.27054462,2.023875782,-99.0,-99.0,36.45680908,7.184044831,-99.0,-99.0,22.4795762,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.2576,50.746912,0.18417079,81.582921,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
7.743465,3.5615106,9.604554,-0.81416255,5.8796177,Holcus lanatus,3,Grassland,Proximal,ASD FieldSpec 3,Karlsruhe,-99.0,-99.0,0.744138139,0.248292174,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,6.902204239,2.303017689,-99.0,-99.0,21.26162676,7.094241323,-99.0,-99.0,12.74408251,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,3.067043406,29.97026151,0.190394858,80.9605142,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
30.092178,-20.988876,20.87255,-3.1936686,3.157391,Pulicaria dysenterica,3,Grassland,Proximal,ASD FieldSpec 3,Karlsruhe,-99.0,-99.0,0.756017915,0.225297422,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,7.059862129,2.103877041,-99.0,-99.0,22.77155578,6.7860466,-99.0,-99.0,21.31068749,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.426506818,33.55643887,0.136041466,86.3958534,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-16.97099,-2.8704438,-4.922527,1.9705621,1.3009152,Deschampsia cespitosa,3,Grassland,Proximal,ASD FieldSpec 3,Karlsruhe,-99.0,-99.0,1.058478641,0.212946192,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,9.613964414,1.93415061,-99.0,-99.0,33.02274426,6.643561201,-99.0,-99.0,12.52211634,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,2.004984091,49.70638977,0.284154148,71.5845852,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
20.621323,27.838129,3.9399996,1.110001,-1.4134672,Lapsana communis,3,Grassland,Proximal,ASD FieldSpec 3,Karlsruhe,-99.0,-99.0,1.717764515,0.441402172,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,10.27373933,2.63997237,-99.0,-99.0,37.86043312,9.72873597,-99.0,-99.0,21.39021623,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,6.14901049,38.91608657,0.153929104,84.6070896,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
34.34245,9.097928,19.666397,-3.0750813,7.8526344,Poa annua,3,Grassland,Proximal,ASD FieldSpec 3,Karlsruhe,-99.0,-99.0,0.760091862,0.468412327,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,6.531975119,4.025378796,-99.0,-99.0,19.22303423,11.84633943,-99.0,-99.0,8.533212931,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,5.307,16.22698248,0.159778696,84.0221304,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-16.002249,16.339424,13.849324,-1.3600036,1.7108599,Cirsium acaule,3,Grassland,Proximal,ASD FieldSpec 3,Karlsruhe,-99.0,-99.0,1.48264448,0.228125486,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,11.85028092,1.823330631,-99.0,-99.0,53.91841801,8.296098952,-99.0,-99.0,57.98747696,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,3.625059091,64.99249627,0.1007843,89.92157,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
13.485908,20.666765,5.133489,0.96351063,-3.8977103,Apera spica-venti,3,Grassland,Proximal,ASD FieldSpec 3,Karlsruhe,-99.0,-99.0,1.22836643,0.381684806,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,9.895405668,3.074755141,-99.0,-99.0,42.62653371,13.24515215,-99.0,-99.0,14.37618526,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,7.0435,32.18274371,0.182914079,81.7085921,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
